,sender_num,platform,ave_total_time,data_num,data_size,throughput[GB/s]
92,1,GPU-MPI,0.092541,640,8,0.0527637749754163
93,1,GPU-MPI,0.09254,640,8,0.05276434514804409
94,1,GPU-MPI,0.092538,640,8,0.05276548553026865
95,1,GPU-MPI,0.092544,640,8,0.05276206453146611
96,1,GPU-MPI,0.092542,640,8,0.05276320481511098
97,1,GPU-MPI,0.092552,640,8,0.05275750388970525
98,1,GPU-MPI,0.092543,640,8,0.05276263466712772
99,1,GPU-MPI,0.092534,640,8,0.05276776644260488
100,1,GPU-MPI,0.092542,640,8,0.05276320481511098
101,1,GPU-MPI,0.092547,640,8,0.05276035419840729
102,1,GPU-MPI,0.092543,640,8,0.05276263466712772
103,1,GPU-MPI,0.09254,640,8,0.05276434514804409
104,1,GPU-MPI,0.092554,640,8,0.052756363852453705
105,1,GPU-MPI,0.092551,640,8,0.052758073926807925
106,1,GPU-MPI,0.092564,640,8,0.05275066440516832
107,1,GPU-MPI,0.092544,640,8,0.05276206453146611
108,1,GPU-MPI,0.09255,640,8,0.05275864397622907
109,1,GPU-MPI,0.092547,640,8,0.05276035419840729
110,1,GPU-MPI,0.092555,640,8,0.052755793852304035
111,1,GPU-MPI,0.092549,640,8,0.05275921403796907
112,1,GPU-MPI,0.09253,640,8,0.05277004755214525
113,1,GPU-MPI,0.092538,640,8,0.05276548553026865
114,1,GPU-MPI,0.092532,640,8,0.05276890697272295
115,1,GPU-MPI,0.092534,640,8,0.05276776644260488
116,1,GPU-MPI,0.092543,640,8,0.05276263466712772
117,1,GPU-MPI,0.092546,640,8,0.0527609242971063
118,1,GPU-MPI,0.092531,640,8,0.05276947725627087
119,1,GPU-MPI,0.092537,640,8,0.052766055739866216
120,1,GPU-MPI,0.092536,640,8,0.05276662596178785
121,1,GPU-MPI,0.092542,640,8,0.05276320481511098
122,1,GPU-MPI,0.092541,640,8,0.0527637749754163
123,1,GPU-MPI,0.092545,640,8,0.052761494408125775
124,1,GPU-MPI,0.092537,640,8,0.052766055739866216
125,1,GPU-MPI,0.092551,640,8,0.052758073926807925
126,1,GPU-MPI,0.092544,640,8,0.05276206453146611
127,1,GPU-MPI,0.092533,640,8,0.052768336701501085
128,1,GPU-MPI,0.092549,640,8,0.05275921403796907
129,1,GPU-MPI,0.092537,640,8,0.052766055739866216
130,1,GPU-MPI,0.092539,640,8,0.05276491533299474
131,1,GPU-MPI,0.092559,640,8,0.05275351397487008
132,1,GPU-MPI,0.09257,640,8,0.05274724532786
133,1,GPU-MPI,0.092534,640,8,0.05276776644260488
134,1,GPU-MPI,0.092541,640,8,0.0527637749754163
135,1,GPU-MPI,0.092536,640,8,0.05276662596178785
136,1,GPU-MPI,0.092549,640,8,0.05275921403796907
137,1,GPU-MPI,0.092539,640,8,0.05276491533299474
138,1,GPU-MPI,0.092531,640,8,0.05276947725627087
139,1,GPU-MPI,0.092547,640,8,0.05276035419840729
140,1,GPU-MPI,0.092539,640,8,0.05276491533299474
141,1,GPU-MPI,0.09256,640,8,0.05275294403630078
142,1,GPU-MPI,0.092544,640,8,0.05276206453146611
143,1,GPU-MPI,0.092537,640,8,0.052766055739866216
144,1,GPU-MPI,0.09253,640,8,0.05277004755214525
145,1,GPU-MPI,0.092533,640,8,0.052768336701501085
146,1,GPU-MPI,0.092524,640,8,0.05277346958626951
147,1,GPU-MPI,0.092522,640,8,0.05277461036294071
148,1,GPU-MPI,0.092528,640,8,0.05277118818087498
149,1,GPU-MPI,0.092515,640,8,0.05277860346970761
150,1,GPU-MPI,0.092546,640,8,0.0527609242971063
151,1,GPU-MPI,0.092541,640,8,0.0527637749754163
152,1,GPU-MPI,0.092529,640,8,0.05277061786034649
153,1,GPU-MPI,0.092522,640,8,0.05277461036294071
154,1,GPU-MPI,0.09252,640,8,0.05277575118893212
155,1,GPU-MPI,0.092526,640,8,0.052772328858915335
156,1,GPU-MPI,0.092538,640,8,0.05276548553026865
157,1,GPU-MPI,0.092538,640,8,0.05276548553026865
158,1,GPU-MPI,0.092537,640,8,0.052766055739866216
159,1,GPU-MPI,0.092565,640,8,0.052750094528169394
160,1,GPU-MPI,0.092523,640,8,0.05277403996844028
161,1,GPU-MPI,0.092524,640,8,0.05277346958626951
162,1,GPU-MPI,0.092536,640,8,0.05276662596178785
163,1,GPU-MPI,0.092535,640,8,0.05276719619603393
164,1,GPU-MPI,0.092526,640,8,0.052772328858915335
165,1,GPU-MPI,0.092535,640,8,0.05276719619603393
166,1,GPU-MPI,0.092529,640,8,0.05277061786034649
167,1,GPU-MPI,0.092528,640,8,0.05277118818087498
168,1,GPU-MPI,0.092525,640,8,0.05277289921642799
169,1,GPU-MPI,0.092529,640,8,0.05277061786034649
170,1,GPU-MPI,0.092532,640,8,0.05276890697272295
171,1,GPU-MPI,0.092535,640,8,0.05276719619603393
172,1,GPU-MPI,0.092538,640,8,0.05276548553026865
173,1,GPU-MPI,0.09254,640,8,0.05276434514804409
174,1,GPU-MPI,0.092542,640,8,0.05276320481511098
175,1,GPU-MPI,0.092528,640,8,0.05277118818087498
176,1,GPU-MPI,0.092539,640,8,0.05276491533299474
177,1,GPU-MPI,0.092531,640,8,0.05276947725627087
178,1,GPU-MPI,0.092548,640,8,0.05275978411202835
179,1,GPU-MPI,0.092543,640,8,0.05276263466712772
180,1,GPU-MPI,0.092549,640,8,0.05275921403796907
181,1,GPU-MPI,0.09257,640,8,0.05274724532786
182,1,GPU-MPI,0.09254,640,8,0.05276434514804409
183,1,GPU-MPI,0.09253,640,8,0.05277004755214525
184,1,GPU-MPI,0.092524,640,8,0.05277346958626951
185,1,GPU-MPI,0.092534,640,8,0.05276776644260488
186,1,GPU-MPI,0.092547,640,8,0.05276035419840729
187,1,GPU-MPI,0.092568,640,8,0.052748384971048314
188,1,GPU-MPI,0.092536,640,8,0.05276662596178785
189,1,GPU-MPI,0.092532,640,8,0.05276890697272295
190,1,GPU-MPI,0.092527,640,8,0.05277175851373113
191,1,GPU-MPI,0.092523,640,8,0.05277403996844028
192,1,GPU-MPI,0.092541,640,8,0.0527637749754163
193,1,GPU-MPI,0.092524,640,8,0.05277346958626951
194,1,GPU-MPI,0.092538,640,8,0.05276548553026865
195,1,GPU-MPI,0.092534,640,8,0.05276776644260488
196,1,GPU-MPI,0.09254,640,8,0.05276434514804409
197,1,GPU-MPI,0.09254,640,8,0.05276434514804409
198,1,GPU-MPI,0.09253,640,8,0.05277004755214525
199,1,GPU-MPI,0.092536,640,8,0.05276662596178785
200,1,GPU-MPI,0.092532,640,8,0.05276890697272295
201,1,GPU-MPI,0.092539,640,8,0.05276491533299474
202,1,GPU-MPI,0.092548,640,8,0.05275978411202835
203,1,GPU-MPI,0.092545,640,8,0.052761494408125775
204,1,GPU-MPI,0.092541,640,8,0.0527637749754163
205,1,GPU-MPI,0.092543,640,8,0.05276263466712772
206,1,GPU-MPI,0.092532,640,8,0.05276890697272295
207,1,GPU-MPI,0.09253,640,8,0.05277004755214525
208,1,GPU-MPI,0.092534,640,8,0.05276776644260488
209,1,GPU-MPI,0.092525,640,8,0.05277289921642799
210,1,GPU-MPI,0.092555,640,8,0.052755793852304035
211,1,GPU-MPI,0.092528,640,8,0.05277118818087498
212,1,GPU-MPI,0.092519,640,8,0.05277632162042391
213,1,GPU-MPI,0.092542,640,8,0.05276320481511098
214,1,GPU-MPI,0.092566,640,8,0.05274952466348336
