,sender_num,platform,ave_total_time,data_num,data_size,throughput[GB/s]
400,1,GPU-MPI,0.093097,640,8,0.052448655703191294
401,1,GPU-MPI,0.093095,640,8,0.0524497824802621
402,1,GPU-MPI,0.093091,640,8,0.052452036179652176
403,1,GPU-MPI,0.093094,640,8,0.05245034588695297
404,1,GPU-MPI,0.093095,640,8,0.0524497824802621
405,1,GPU-MPI,0.0931,640,8,0.05244696562835661
406,1,GPU-MPI,0.093101,640,8,0.05244640229428255
407,1,GPU-MPI,0.093103,640,8,0.052445275662438375
408,1,GPU-MPI,0.09311,640,8,0.052441332832134036
409,1,GPU-MPI,0.093098,640,8,0.052448092332810586
410,1,GPU-MPI,0.093099,640,8,0.05244752897453249
411,1,GPU-MPI,0.093091,640,8,0.052452036179652176
412,1,GPU-MPI,0.093104,640,8,0.05244471236466747
413,1,GPU-MPI,0.093099,640,8,0.05244752897453249
414,1,GPU-MPI,0.093103,640,8,0.052445275662438375
415,1,GPU-MPI,0.0931,640,8,0.05244696562835661
416,1,GPU-MPI,0.093098,640,8,0.052448092332810586
417,1,GPU-MPI,0.093112,640,8,0.05244020641807715
418,1,GPU-MPI,0.093098,640,8,0.052448092332810586
419,1,GPU-MPI,0.093095,640,8,0.0524497824802621
420,1,GPU-MPI,0.093088,640,8,0.05245372658129941
421,1,GPU-MPI,0.093093,640,8,0.05245090930574802
422,1,GPU-MPI,0.093094,640,8,0.05245034588695297
423,1,GPU-MPI,0.093092,640,8,0.052451472736647624
424,1,GPU-MPI,0.093116,640,8,0.052437953735126074
425,1,GPU-MPI,0.093164,640,8,0.052410936627882015
426,1,GPU-MPI,0.093107,640,8,0.05244302254395481
427,1,GPU-MPI,0.093103,640,8,0.052445275662438375
428,1,GPU-MPI,0.093093,640,8,0.05245090930574802
429,1,GPU-MPI,0.09309,640,8,0.05245259963476206
430,1,GPU-MPI,0.093101,640,8,0.05244640229428255
431,1,GPU-MPI,0.0931,640,8,0.05244696562835661
432,1,GPU-MPI,0.093098,640,8,0.052448092332810586
433,1,GPU-MPI,0.093088,640,8,0.05245372658129941
434,1,GPU-MPI,0.093091,640,8,0.052452036179652176
435,1,GPU-MPI,0.093101,640,8,0.05244640229428255
436,1,GPU-MPI,0.093092,640,8,0.052451472736647624
437,1,GPU-MPI,0.093093,640,8,0.05245090930574802
438,1,GPU-MPI,0.093094,640,8,0.05245034588695297
439,1,GPU-MPI,0.093087,640,8,0.052454290072727665
440,1,GPU-MPI,0.093084,640,8,0.05245598061965537
441,1,GPU-MPI,0.093081,640,8,0.0524576712755557
442,1,GPU-MPI,0.09309,640,8,0.05245259963476206
443,1,GPU-MPI,0.093121,640,8,0.05243513815358512
444,1,GPU-MPI,0.093107,640,8,0.05244302254395481
